transaction_id,company_id,trade_date,transaction_type,quantity,price,asset_class
92,11,2024-01-05,SELL,3493,119.73,ETF
93,13,2024-01-05,BUY,871,49.25,Commodity
94,1,2024-01-05,SELL,4460,281.36,Equity
95,11,2024-01-05,BUY,3971,119.59,ETF
96,10,2024-01-05,SELL,3719,49.68,Equity
97,1,2024-01-05,BUY,4576,281.7,Equity
98,9,2024-01-05,BUY,122,190.02,Equity
99,12,2024-01-05,SELL,2289,220.94,Bond
100,8,2024-01-05,SELL,4092,72.37,Equity
101,5,2024-01-05,BUY,3050,319.58,Equity
102,14,2024-01-05,SELL,2046,107.37,Commodity
103,10,2024-01-05,SELL,292,49.49,Equity
104,7,2024-01-05,SELL,1289,350.8,Equity
105,6,2024-01-05,BUY,636,274.71,Equity
106,14,2024-01-05,SELL,2629,107.12,Commodity
107,1,2024-01-05,BUY,3891,280.38,Equity
108,15,2024-01-05,BUY,4256,275.84,Currency
109,9,2024-01-08,SELL,2210,192.32,Equity
110,12,2024-01-08,SELL,1395,221.79,Bond
111,6,2024-01-08,SELL,276,276.96,Equity
112,8,2024-01-08,BUY,4123,71.19,Equity
113,5,2024-01-08,SELL,1265,320.72,Equity
114,9,2024-01-08,BUY,3259,192.66,Equity
115,12,2024-01-08,BUY,2369,221.14,Bond
116,11,2024-01-08,BUY,750,122.01,ETF
117,14,2024-01-08,SELL,298,105.85,Commodity
118,12,2024-01-08,SELL,1464,222.02,Bond
119,9,2024-01-08,BUY,4192,192.7,Equity
120,12,2024-01-08,BUY,3235,221.7,Bond
121,4,2024-01-08,BUY,1015,125.5,Equity
122,11,2024-01-08,BUY,3781,122.26,ETF
123,6,2024-01-08,BUY,4551,276.22,Equity
124,14,2024-01-08,BUY,1727,105.49,Commodity
125,2,2024-01-08,BUY,2707,49.78,Equity
126,8,2024-01-08,BUY,2846,71.17,Equity
127,12,2024-01-08,BUY,4262,222.17,Bond
128,13,2024-01-08,SELL,1019,47.8,Commodity
129,12,2024-01-08,SELL,961,222.31,Bond
130,5,2024-01-08,BUY,1562,320.5,Equity
131,3,2024-01-08,SELL,4061,132.31,Equity
132,4,2024-01-08,SELL,4039,125.56,Equity
133,8,2024-01-08,SELL,1483,71.55,Equity
134,2,2024-01-08,SELL,1247,49.66,Equity
135,5,2024-01-08,BUY,294,320.81,Equity
136,4,2024-01-08,SELL,2147,125.47,Equity
137,11,2024-01-08,SELL,546,122.03,ETF
138,10,2024-01-08,SELL,1185,48.97,Equity
139,14,2024-01-08,SELL,4651,105.42,Commodity
140,14,2024-01-08,SELL,1863,105.94,Commodity
141,13,2024-01-09,BUY,4717,47.59,Commodity
142,12,2024-01-09,SELL,4059,221.02,Bond
143,12,2024-01-09,BUY,3248,220.61,Bond
144,13,2024-01-09,BUY,4012,47.55,Commodity
145,10,2024-01-09,SELL,3727,48.28,Equity
146,9,2024-01-09,BUY,3469,199.37,Equity
147,13,2024-01-09,BUY,1055,47.65,Commodity
148,2,2024-01-09,BUY,2636,50.6,Equity
149,11,2024-01-09,BUY,1970,123.86,ETF
150,1,2024-01-09,BUY,250,278.4,Equity
151,4,2024-01-09,SELL,373,120.48,Equity
152,5,2024-01-09,SELL,4734,326.46,Equity
153,9,2024-01-09,SELL,858,198.43,Equity
154,3,2024-01-09,BUY,1495,129.08,Equity
155,3,2024-01-09,BUY,4578,129.28,Equity
156,4,2024-01-09,SELL,3897,120.39,Equity
157,13,2024-01-09,SELL,1707,47.65,Commodity
158,14,2024-01-09,BUY,2046,105.82,Commodity
159,9,2024-01-09,SELL,4612,199.27,Equity
160,9,2024-01-09,BUY,3939,198.96,Equity
161,2,2024-01-09,BUY,924,50.7,Equity
162,12,2024-01-09,BUY,1161,220.72,Bond
163,1,2024-01-09,BUY,4892,277.95,Equity
164,2,2024-01-09,SELL,884,50.76,Equity
165,2,2024-01-09,SELL,4461,50.66,Equity
166,12,2024-01-09,BUY,4436,220.22,Bond
167,8,2024-01-09,SELL,3595,70.05,Equity
168,13,2024-01-09,BUY,4464,47.52,Commodity
169,4,2024-01-09,BUY,3658,120.39,Equity
170,5,2024-01-09,SELL,3251,326.24,Equity
171,14,2024-01-09,SELL,2575,105.71,Commodity
172,8,2024-01-09,SELL,134,69.69,Equity
173,15,2024-01-09,BUY,2926,275.39,Currency
174,9,2024-01-09,BUY,1684,199.32,Equity
175,9,2024-01-09,BUY,1028,199.15,Equity
176,1,2024-01-09,BUY,4635,278.69,Equity
177,4,2024-01-09,SELL,484,120.93,Equity
178,3,2024-01-09,SELL,4041,129.28,Equity
179,9,2024-01-09,BUY,2800,198.84,Equity
180,12,2024-01-09,SELL,1805,220.83,Bond
181,7,2024-01-10,SELL,831,355.49,Equity
182,14,2024-01-10,BUY,1782,108.73,Commodity
183,8,2024-01-10,BUY,3133,68.3,Equity
184,11,2024-01-10,SELL,508,123.25,ETF
185,11,2024-01-10,SELL,1756,123.34,ETF
186,4,2024-01-10,BUY,828,120.04,Equity
187,2,2024-01-10,SELL,774,51.76,Equity
188,10,2024-01-10,SELL,2770,49.2,Equity
189,1,2024-01-10,BUY,4024,281.27,Equity
190,2,2024-01-10,BUY,2104,51.67,Equity
191,4,2024-01-10,SELL,4047,120.08,Equity
192,8,2024-01-10,BUY,1770,68.33,Equity
193,11,2024-01-10,BUY,235,123.08,ETF
194,13,2024-01-10,BUY,426,46.75,Commodity
195,5,2024-01-10,SELL,4248,327.33,Equity
196,8,2024-01-10,BUY,800,68.3,Equity
197,14,2024-01-10,SELL,3686,108.88,Commodity
198,5,2024-01-10,BUY,2455,327.93,Equity
199,5,2024-01-10,SELL,2007,327.37,Equity
200,15,2024-01-10,SELL,506,272.78,Currency
201,6,2024-01-10,BUY,4724,282.8,Equity
202,1,2024-01-10,SELL,1802,281.57,Equity
203,15,2024-01-10,SELL,990,271.73,Currency
204,14,2024-01-10,SELL,1311,108.83,Commodity
205,12,2024-01-10,BUY,2841,221.0,Bond
206,14,2024-01-10,BUY,1928,108.45,Commodity
207,12,2024-01-10,SELL,101,221.59,Bond
208,9,2024-01-10,BUY,4666,201.83,Equity
209,13,2024-01-10,SELL,4430,46.74,Commodity
210,15,2024-01-10,SELL,2284,272.05,Currency
211,6,2024-01-10,SELL,4422,283.0,Equity
212,5,2024-01-11,SELL,1529,327.24,Equity
213,6,2024-01-11,SELL,464,280.03,Equity
214,11,2024-01-11,SELL,705,123.76,ETF
215,15,2024-01-11,SELL,2679,269.43,Currency
216,13,2024-01-11,SELL,88,47.82,Commodity
217,3,2024-01-11,BUY,968,128.78,Equity
218,11,2024-01-11,SELL,2598,123.49,ETF
219,10,2024-01-11,BUY,300,48.35,Equity
220,1,2024-01-11,BUY,1845,284.92,Equity
221,14,2024-01-11,BUY,2493,108.95,Commodity
222,6,2024-01-11,BUY,3185,279.54,Equity
223,1,2024-01-11,BUY,2097,284.74,Equity
224,5,2024-01-11,SELL,2953,327.78,Equity
225,5,2024-01-11,BUY,411,327.2,Equity
226,15,2024-01-11,SELL,316,268.79,Currency
227,12,2024-01-11,SELL,2097,221.33,Bond
228,5,2024-01-11,SELL,3164,328.22,Equity
229,4,2024-01-11,SELL,4396,118.62,Equity
230,6,2024-01-11,BUY,2969,279.16,Equity
231,5,2024-01-11,BUY,2320,327.96,Equity
232,3,2024-01-11,SELL,3643,128.54,Equity
233,2,2024-01-11,BUY,4354,52.44,Equity
234,8,2024-01-11,SELL,658,65.68,Equity
235,9,2024-01-11,BUY,1407,201.62,Equity
236,2,2024-01-11,SELL,2900,52.49,Equity
237,11,2024-01-11,SELL,500,123.45,ETF
238,2,2024-01-11,SELL,4647,52.54,Equity
239,1,2024-01-11,SELL,1978,283.59,Equity
240,1,2024-01-11,SELL,588,284.73,Equity
241,5,2024-01-11,BUY,3555,328.52,Equity
242,8,2024-01-11,SELL,3182,65.99,Equity
243,14,2024-01-11,BUY,336,108.83,Commodity
244,15,2024-01-11,BUY,1290,269.88,Currency
245,2,2024-01-11,SELL,3303,52.58,Equity
246,6,2024-01-12,SELL,3088,277.79,Equity
247,9,2024-01-12,SELL,2406,201.74,Equity
248,10,2024-01-12,SELL,2327,47.35,Equity
249,11,2024-01-12,BUY,2068,122.01,ETF
250,2,2024-01-12,BUY,1527,51.94,Equity
251,13,2024-01-12,BUY,731,49.19,Commodity
252,13,2024-01-12,BUY,3646,49.13,Commodity
253,5,2024-01-12,SELL,4049,329.35,Equity
254,10,2024-01-12,BUY,4747,47.38,Equity
255,12,2024-01-12,SELL,4717,221.23,Bond
256,14,2024-01-12,SELL,2462,109.84,Commodity
257,15,2024-01-12,SELL,173,270.44,Currency
258,10,2024-01-12,SELL,3159,47.34,Equity
259,13,2024-01-12,SELL,3329,49.01,Commodity
260,13,2024-01-12,BUY,2379,49.11,Commodity
261,14,2024-01-12,SELL,4598,109.21,Commodity
262,8,2024-01-12,BUY,3929,64.19,Equity
263,11,2024-01-12,SELL,3434,122.1,ETF
264,14,2024-01-12,SELL,1695,109.5,Commodity
265,1,2024-01-12,SELL,2043,287.87,Equity
266,3,2024-01-12,SELL,923,130.51,Equity
267,14,2024-01-12,SELL,1014,109.48,Commodity
268,14,2024-01-12,SELL,2521,109.49,Commodity
269,13,2024-01-12,SELL,3553,49.07,Commodity
270,7,2024-01-12,BUY,678,372.82,Equity
271,4,2024-01-15,SELL,1350,116.54,Equity
272,5,2024-01-15,BUY,2815,333.72,Equity
273,11,2024-01-15,BUY,937,119.74,ETF
274,14,2024-01-15,SELL,136,107.11,Commodity
275,6,2024-01-15,SELL,3675,268.07,Equity
276,2,2024-01-15,BUY,3080,52.52,Equity
277,7,2024-01-15,BUY,4853,373.11,Equity
278,14,2024-01-15,SELL,3982,106.8,Commodity
279,5,2024-01-15,SELL,3658,333.52,Equity
280,8,2024-01-15,BUY,2235,63.79,Equity
281,13,2024-01-15,SELL,3844,48.88,Commodity
282,1,2024-01-15,BUY,3001,296.58,Equity
283,12,2024-01-15,BUY,710,221.64,Bond
284,5,2024-01-15,SELL,2321,332.64,Equity
285,14,2024-01-15,SELL,3764,107.29,Commodity
286,3,2024-01-15,SELL,3200,130.49,Equity
287,4,2024-01-15,SELL,2126,116.93,Equity
288,5,2024-01-15,SELL,2934,333.24,Equity
289,6,2024-01-15,SELL,3207,269.07,Equity
290,13,2024-01-15,SELL,1734,48.67,Commodity
291,6,2024-01-15,SELL,1515,267.56,Equity
292,15,2024-01-15,SELL,226,273.17,Currency
293,15,2024-01-15,SELL,1777,272.81,Currency
294,11,2024-01-15,SELL,1325,119.76,ETF
295,12,2024-01-15,SELL,1081,221.87,Bond
296,12,2024-01-15,BUY,3899,221.68,Bond
297,6,2024-01-15,SELL,503,269.08,Equity
298,9,2024-01-15,SELL,1300,194.18,Equity
299,11,2024-01-15,SELL,3312,119.44,ETF
300,7,2024-01-15,SELL,4436,371.72,Equity
301,11,2024-01-15,BUY,3816,119.73,ETF
302,15,2024-01-15,SELL,2174,272.42,Currency
303,11,2024-01-15,SELL,1620,119.92,ETF
304,1,2024-01-15,BUY,3958,295.88,Equity
305,7,2024-01-15,BUY,3551,372.45,Equity
306,8,2024-01-15,SELL,3835,64.04,Equity
307,5,2024-01-15,BUY,2288,333.55,Equity
308,7,2024-01-15,SELL,4632,373.88,Equity
309,10,2024-01-15,BUY,3201,46.27,Equity
310,10,2024-01-16,SELL,187,46.58,Equity
311,11,2024-01-16,SELL,1432,119.42,ETF
312,3,2024-01-16,SELL,305,129.84,Equity
313,10,2024-01-16,BUY,2866,46.46,Equity
314,8,2024-01-16,BUY,3945,64.16,Equity
315,3,2024-01-16,BUY,448,130.13,Equity
316,1,2024-01-16,BUY,4301,295.17,Equity
317,4,2024-01-16,SELL,4757,115.07,Equity
318,4,2024-01-16,SELL,2464,115.21,Equity
319,14,2024-01-16,SELL,4713,106.3,Commodity
320,3,2024-01-16,SELL,2315,129.84,Equity
321,1,2024-01-16,BUY,3117,296.26,Equity
322,11,2024-01-16,SELL,975,119.26,ETF
323,12,2024-01-16,BUY,4698,221.63,Bond
324,7,2024-01-16,SELL,332,373.11,Equity
325,2,2024-01-16,BUY,4542,52.34,Equity
326,10,2024-01-16,BUY,2165,46.46,Equity
327,6,2024-01-16,SELL,795,271.88,Equity
328,11,2024-01-16,BUY,235,119.75,ETF
329,14,2024-01-16,BUY,4621,106.27,Commodity
330,12,2024-01-16,BUY,3020,221.31,Bond
331,7,2024-01-16,SELL,3554,374.01,Equity
332,5,2024-01-16,BUY,1786,325.57,Equity
333,15,2024-01-16,SELL,1557,269.17,Currency
334,4,2024-01-16,SELL,2936,115.66,Equity
335,11,2024-01-16,SELL,1312,119.55,ETF
336,5,2024-01-16,SELL,1995,325.38,Equity
337,8,2024-01-16,BUY,2520,64.16,Equity
338,11,2024-01-16,SELL,449,119.7,ETF
339,1,2024-01-16,BUY,3684,295.91,Equity
340,3,2024-01-16,BUY,3728,130.21,Equity
341,14,2024-01-16,BUY,3295,105.85,Commodity
342,1,2024-01-16,SELL,2897,295.41,Equity
343,8,2024-01-17,BUY,2286,63.57,Equity
344,11,2024-01-17,SELL,4196,119.19,ETF
345,8,2024-01-17,BUY,3242,63.6,Equity
346,12,2024-01-17,SELL,4002,220.1,Bond
347,4,2024-01-17,SELL,4880,116.0,Equity
348,3,2024-01-17,SELL,3634,126.24,Equity
349,8,2024-01-17,SELL,2116,63.43,Equity
350,9,2024-01-17,SELL,693,195.2,Equity
351,1,2024-01-17,SELL,3118,297.74,Equity
352,14,2024-01-17,BUY,4899,105.4,Commodity
353,10,2024-01-17,SELL,2578,47.14,Equity
354,12,2024-01-17,SELL,831,220.3,Bond
355,8,2024-01-17,BUY,618,63.49,Equity
356,1,2024-01-17,BUY,159,296.99,Equity
357,5,2024-01-17,BUY,75,335.68,Equity
358,2,2024-01-17,BUY,1113,52.25,Equity
359,13,2024-01-17,SELL,2052,48.84,Commodity
360,4,2024-01-17,SELL,470,116.63,Equity
361,3,2024-01-17,SELL,2995,126.44,Equity
362,15,2024-01-17,BUY,2394,269.14,Currency
363,4,2024-01-17,SELL,2613,115.96,Equity
364,10,2024-01-17,BUY,3041,47.15,Equity
365,2,2024-01-17,BUY,258,52.34,Equity
366,12,2024-01-17,SELL,4197,219.72,Bond
367,7,2024-01-17,SELL,1855,377.45,Equity
368,2,2024-01-17,BUY,3918,52.08,Equity
369,1,2024-01-17,BUY,3787,296.97,Equity
370,4,2024-01-17,BUY,3704,116.19,Equity
371,1,2024-01-17,SELL,1920,296.49,Equity
372,2,2024-01-17,SELL,1755,52.21,Equity
373,4,2024-01-17,SELL,372,116.0,Equity
374,15,2024-01-17,BUY,810,269.21,Currency
375,5,2024-01-17,BUY,3399,335.07,Equity
376,10,2024-01-18,BUY,1314,47.15,Equity
377,11,2024-01-18,SELL,137,116.56,ETF
378,7,2024-01-18,BUY,1719,374.92,Equity
379,6,2024-01-18,SELL,4872,268.1,Equity
380,7,2024-01-18,BUY,1411,375.8,Equity
381,6,2024-01-18,BUY,2228,267.82,Equity
382,9,2024-01-18,BUY,2277,197.74,Equity
383,2,2024-01-18,BUY,4573,52.93,Equity
384,1,2024-01-18,BUY,2490,302.25,Equity
385,2,2024-01-18,SELL,1995,52.99,Equity
386,12,2024-01-18,BUY,4697,221.95,Bond
387,10,2024-01-18,SELL,486,47.11,Equity
388,3,2024-01-18,SELL,3337,126.22,Equity
389,4,2024-01-18,SELL,4060,116.09,Equity
390,10,2024-01-18,SELL,3427,46.89,Equity
391,6,2024-01-18,SELL,4125,268.77,Equity
392,6,2024-01-18,SELL,1236,267.93,Equity
393,6,2024-01-18,BUY,2249,267.69,Equity
394,5,2024-01-18,SELL,2147,334.13,Equity
395,7,2024-01-18,SELL,4107,374.68,Equity
396,2,2024-01-18,SELL,2774,52.97,Equity
397,15,2024-01-18,BUY,4255,269.21,Currency
398,13,2024-01-18,SELL,905,50.92,Commodity
399,5,2024-01-18,BUY,3144,332.73,Equity
400,9,2024-01-18,BUY,629,197.43,Equity
401,11,2024-01-18,SELL,2910,116.51,ETF
402,1,2024-01-18,BUY,3299,302.53,Equity
403,9,2024-01-18,SELL,2681,197.81,Equity
404,5,2024-01-18,SELL,2383,332.8,Equity
405,5,2024-01-18,SELL,1135,333.87,Equity
406,15,2024-01-18,SELL,1197,270.16,Currency
407,8,2024-01-18,BUY,4352,64.52,Equity
408,12,2024-01-18,SELL,367,220.78,Bond
409,14,2024-01-18,BUY,1872,104.58,Commodity
410,9,2024-01-18,SELL,1458,197.24,Equity
411,5,2024-01-18,SELL,362,333.21,Equity
412,5,2024-01-18,BUY,3376,334.07,Equity
413,2,2024-01-19,SELL,1237,53.46,Equity
414,15,2024-01-19,BUY,3657,268.82,Currency
415,11,2024-01-19,BUY,3607,116.38,ETF
416,1,2024-01-19,SELL,4391,298.76,Equity
417,5,2024-01-19,BUY,3499,326.78,Equity
418,8,2024-01-19,BUY,1858,64.34,Equity
419,11,2024-01-19,SELL,3216,116.21,ETF
420,2,2024-01-19,BUY,2573,53.26,Equity
421,14,2024-01-19,SELL,694,104.87,Commodity
422,1,2024-01-19,SELL,3552,298.65,Equity
423,12,2024-01-19,SELL,2859,223.4,Bond
424,2,2024-01-19,BUY,54,53.47,Equity
425,15,2024-01-19,SELL,4545,267.65,Currency
426,9,2024-01-19,SELL,3022,199.71,Equity
427,7,2024-01-19,BUY,4347,373.03,Equity
428,15,2024-01-19,SELL,3960,268.53,Currency
429,7,2024-01-19,SELL,4008,371.93,Equity
430,2,2024-01-19,BUY,1458,53.36,Equity
431,4,2024-01-19,SELL,4812,117.24,Equity
432,5,2024-01-19,BUY,97,327.93,Equity
433,10,2024-01-19,BUY,917,45.91,Equity
434,8,2024-01-19,BUY,2988,64.35,Equity
435,9,2024-01-19,BUY,1617,199.78,Equity
436,14,2024-01-19,SELL,2306,105.16,Commodity
437,1,2024-01-19,BUY,1407,299.86,Equity
438,1,2024-01-19,SELL,4867,299.67,Equity
439,5,2024-01-19,SELL,3821,327.3,Equity
440,13,2024-01-19,SELL,4850,51.32,Commodity
441,9,2024-01-19,BUY,752,199.48,Equity
442,13,2024-01-19,BUY,2813,51.33,Commodity
443,13,2024-01-19,BUY,508,51.26,Commodity
444,7,2024-01-19,BUY,129,373.55,Equity
445,9,2024-01-19,BUY,1228,199.7,Equity
446,14,2024-01-19,BUY,582,105.2,Commodity
447,14,2024-01-19,BUY,397,105.13,Commodity
448,7,2024-01-19,BUY,3759,371.77,Equity
449,15,2024-01-22,SELL,2891,269.53,Currency
450,10,2024-01-22,BUY,2615,45.07,Equity
451,8,2024-01-22,SELL,639,64.08,Equity
452,7,2024-01-22,BUY,4700,366.32,Equity
453,13,2024-01-22,SELL,4447,52.05,Commodity
454,15,2024-01-22,BUY,3170,269.48,Currency
455,1,2024-01-22,BUY,2957,305.56,Equity
456,14,2024-01-22,SELL,4216,107.62,Commodity
457,15,2024-01-22,BUY,506,269.1,Currency
458,3,2024-01-22,SELL,2270,130.4,Equity
459,13,2024-01-22,BUY,3182,51.98,Commodity
460,1,2024-01-22,SELL,4590,306.58,Equity
461,8,2024-01-22,BUY,4588,64.1,Equity
462,2,2024-01-22,BUY,2365,54.85,Equity
463,13,2024-01-22,BUY,426,51.98,Commodity
464,7,2024-01-22,SELL,2652,366.62,Equity
465,9,2024-01-22,SELL,1983,199.8,Equity
466,13,2024-01-22,BUY,233,52.02,Commodity
467,5,2024-01-22,SELL,517,327.85,Equity
468,13,2024-01-22,SELL,3402,51.78,Commodity
469,9,2024-01-22,SELL,322,199.24,Equity
470,10,2024-01-22,BUY,3862,45.14,Equity
471,13,2024-01-22,BUY,2341,51.87,Commodity
472,15,2024-01-22,BUY,2589,269.31,Currency
473,14,2024-01-22,BUY,482,107.48,Commodity
474,1,2024-01-22,BUY,4012,306.31,Equity
475,10,2024-01-22,BUY,1319,45.26,Equity
476,7,2024-01-22,SELL,3027,365.68,Equity
477,4,2024-01-22,BUY,401,117.12,Equity
478,11,2024-01-22,BUY,978,117.02,ETF
479,9,2024-01-22,SELL,4031,199.17,Equity
480,4,2024-01-23,BUY,4449,116.99,Equity
481,8,2024-01-23,SELL,209,63.38,Equity
482,9,2024-01-23,BUY,4117,200.4,Equity
483,1,2024-01-23,SELL,1351,305.71,Equity
484,4,2024-01-23,BUY,117,117.05,Equity
485,3,2024-01-23,SELL,607,128.61,Equity
486,6,2024-01-23,BUY,969,257.4,Equity
487,3,2024-01-23,SELL,3844,128.43,Equity
488,13,2024-01-23,SELL,4539,50.74,Commodity
489,11,2024-01-23,SELL,120,117.04,ETF
490,2,2024-01-23,BUY,996,54.91,Equity
491,11,2024-01-23,SELL,729,116.9,ETF
492,6,2024-01-23,BUY,2381,257.26,Equity
493,1,2024-01-23,BUY,4045,305.56,Equity
494,15,2024-01-23,BUY,2261,267.45,Currency
495,6,2024-01-23,BUY,2723,257.77,Equity
496,10,2024-01-23,BUY,1781,43.92,Equity
497,3,2024-01-23,SELL,3345,128.9,Equity
498,3,2024-01-23,SELL,4611,128.81,Equity
499,15,2024-01-23,SELL,3680,266.63,Currency
500,8,2024-01-23,BUY,354,63.45,Equity
501,3,2024-01-23,SELL,1469,129.02,Equity
502,10,2024-01-23,BUY,3085,43.97,Equity
503,6,2024-01-23,SELL,1637,257.74,Equity
504,1,2024-01-23,SELL,673,305.36,Equity
505,14,2024-01-23,BUY,1677,108.15,Commodity
506,10,2024-01-23,SELL,719,43.74,Equity
507,6,2024-01-23,BUY,4658,257.45,Equity
508,7,2024-01-23,SELL,4749,362.63,Equity
509,4,2024-01-23,SELL,2446,116.93,Equity
510,7,2024-01-23,SELL,1607,362.18,Equity
511,5,2024-01-23,SELL,4893,339.17,Equity
512,5,2024-01-23,SELL,3456,338.32,Equity
513,2,2024-01-23,SELL,269,54.87,Equity
514,10,2024-01-23,SELL,901,43.95,Equity
515,12,2024-01-24,BUY,893,222.23,Bond
516,10,2024-01-24,SELL,3375,43.8,Equity
517,4,2024-01-24,BUY,1064,116.7,Equity
518,5,2024-01-24,BUY,1731,343.23,Equity
519,4,2024-01-24,BUY,859,117.02,Equity
520,7,2024-01-24,BUY,1199,362.04,Equity
521,10,2024-01-24,BUY,4070,43.6,Equity
522,1,2024-01-24,BUY,2552,312.35,Equity
523,14,2024-01-24,SELL,3119,108.33,Commodity
524,5,2024-01-24,SELL,338,344.4,Equity
525,11,2024-01-24,BUY,3194,117.85,ETF
526,3,2024-01-24,SELL,2586,128.33,Equity
527,9,2024-01-24,SELL,3504,204.24,Equity
528,9,2024-01-24,BUY,2933,204.25,Equity
529,8,2024-01-24,BUY,4351,63.44,Equity
530,9,2024-01-24,BUY,1658,204.23,Equity
531,14,2024-01-24,BUY,4632,108.35,Commodity
532,2,2024-01-24,BUY,2423,56.1,Equity
533,1,2024-01-24,SELL,2974,312.08,Equity
534,12,2024-01-24,SELL,1145,221.65,Bond
535,10,2024-01-24,SELL,1551,43.7,Equity
536,9,2024-01-24,BUY,4150,204.79,Equity
537,2,2024-01-24,SELL,4470,56.26,Equity
